stop_id,stop_index,route_id,city,create_time,creator,version,lng,lat
e9a84b735e6afc8cc1581aaefe241f6a,0,34a4fa39d6e1b1d6f3ae473baacb19d3,510112,20210521,ZhaoYubo,2021M5_cd,,
dbccb85cf06fde2ea1d21aeb8c6256f2,1,34a4fa39d6e1b1d6f3ae473baacb19d3,510112,20210521,ZhaoYubo,2021M5_cd,,
c4a2d2e051d2eab592038bb9bcd55164,2,34a4fa39d6e1b1d6f3ae473baacb19d3,510112,20210521,ZhaoYubo,2021M5_cd,,
67e0064fc71740a5271c2a62f691f889,3,34a4fa39d6e1b1d6f3ae473baacb19d3,510112,20210521,ZhaoYubo,2021M5_cd,,
e9a84b735e6afc8cc1581aaefe241f6a,4,34a4fa39d6e1b1d6f3ae473baacb19d3,510112,20210521,ZhaoYubo,2021M5_cd,,
71e06bdd29002b8f7cbd886423e46816,0,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
642f7d344aacd8977cdef84eae63e8b0,1,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
350eed06c112858340d167f979dc239a,2,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
671892e2cd3423a94786d80848b3d0fc,3,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
bd4c3e2a838fac2318d850b65517988c,4,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
a570b31a50e4bb06e6dca319cf23cb77,5,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
ef22691c8a0545f29a6793e3c5f70aa9,6,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
f9ffa217aa36f7d47d044be55deac583,7,6055ab7761f3e450b4e2e7ff48850511,510112,20210521,ZhaoYubo,2021M5_cd,,
f9ffa217aa36f7d47d044be55deac583,0,4ffb23a6f7b24621e73c1dd3ec5731e5,510112,20210521,ZhaoYubo,2021M5_cd,,
671892e2cd3423a94786d80848b3d0fc,1,4ffb23a6f7b24621e73c1dd3ec5731e5,510112,20210521,ZhaoYubo,2021M5_cd,,
350eed06c112858340d167f979dc239a,2,4ffb23a6f7b24621e73c1dd3ec5731e5,510112,20210521,ZhaoYubo,2021M5_cd,,
71e06bdd29002b8f7cbd886423e46816,3,4ffb23a6f7b24621e73c1dd3ec5731e5,510112,20210521,ZhaoYubo,2021M5_cd,,
8857ed6606d125c08a6e8a5689fec1b2,0,609765f68280152d803adbb366ad8feb,510112,20210521,ZhaoYubo,2021M5_cd,,
e3da4395f06fe8a7cadad0ef33b96409,1,609765f68280152d803adbb366ad8feb,510112,20210521,ZhaoYubo,2021M5_cd,,
21d0c1fc24cbb0fe50d16f96c392af31,2,609765f68280152d803adbb366ad8feb,510112,20210521,ZhaoYubo,2021M5_cd,,
fa013889a505eca3af2c8f10361fcb51,3,609765f68280152d803adbb366ad8feb,510112,20210521,ZhaoYubo,2021M5_cd,,
fa013889a505eca3af2c8f10361fcb51,0,813932586a2abf91be08fa14a497da56,510112,20210521,ZhaoYubo,2021M5_cd,,
21d0c1fc24cbb0fe50d16f96c392af31,1,813932586a2abf91be08fa14a497da56,510112,20210521,ZhaoYubo,2021M5_cd,,
e3da4395f06fe8a7cadad0ef33b96409,2,813932586a2abf91be08fa14a497da56,510112,20210521,ZhaoYubo,2021M5_cd,,
8857ed6606d125c08a6e8a5689fec1b2,3,813932586a2abf91be08fa14a497da56,510112,20210521,ZhaoYubo,2021M5_cd,,
33d01ca11da6a4a481edf4c2568d15a3,0,8a59abac473979639150dc693d239ccb,510112,20210521,ZhaoYubo,2021M5_cd,,
845111e7d36f327028848122ef76a736,1,8a59abac473979639150dc693d239ccb,510112,20210521,ZhaoYubo,2021M5_cd,,
e9a84b735e6afc8cc1581aaefe241f6a,2,8a59abac473979639150dc693d239ccb,510112,20210521,ZhaoYubo,2021M5_cd,,
e9a84b735e6afc8cc1581aaefe241f6a,0,59204eb87fd802607b6cf5142b7431a3,510112,20210521,ZhaoYubo,2021M5_cd,,
8ff627e29f8c4ff8e7ddf23a829e3ada,1,59204eb87fd802607b6cf5142b7431a3,510112,20210521,ZhaoYubo,2021M5_cd,,
33d01ca11da6a4a481edf4c2568d15a3,2,59204eb87fd802607b6cf5142b7431a3,510112,20210521,ZhaoYubo,2021M5_cd,,
aedd6114a7e8c0e8d82700d5bce1e6b0,0,d4a74a1bca19049a0730b049f418ce1c,510112,20210521,ZhaoYubo,2021M5_cd,,
66fd4e11b30ef2591e2c78c614e61599,9,d4a74a1bca19049a0730b049f418ce1c,510112,20210521,ZhaoYubo,2021M5_cd,,
a7c31b06d9e0ace92f7bee667f80c64a,10,d4a74a1bca19049a0730b049f418ce1c,510112,20210521,ZhaoYubo,2021M5_cd,,
36a324c2c8da2be2b8216c4fe908a69d,11,d4a74a1bca19049a0730b049f418ce1c,510112,20210521,ZhaoYubo,2021M5_cd,,
